timestamp,datetime,firmware_version,humidity,temperature,pressure,voc,pm2.5_cf_1
1751718287,2025-07-05T06:24:47-06:00,7.04,27,85,926.14,62,0.7
1751718406,2025-07-05T06:26:46-06:00,7.04,27,85,926.12,61,0.9
1751718526,2025-07-05T06:28:46-06:00,7.04,26,85,926.14,60,0.6
1751718647,2025-07-05T06:30:47-06:00,7.04,27,85,926.15,61,0.4
1751718766,2025-07-05T06:32:46-06:00,7.04,27,85,926.18,60,0.4
1751718886,2025-07-05T06:34:46-06:00,7.04,26,85,926.2,59,0.7
1751719008,2025-07-05T06:36:48-06:00,7.04,27,85,926.22,60,0.9
1751719127,2025-07-05T06:38:47-06:00,7.04,27,85,926.24,59,0.5
1751719247,2025-07-05T06:40:47-06:00,7.04,27,85,926.26,59,0.4
1751719367,2025-07-05T06:42:47-06:00,7.04,27,85,926.27,59,0.5
1751719487,2025-07-05T06:44:47-06:00,7.04,27,85,926.28,58,0.3
1751719607,2025-07-05T06:46:47-06:00,7.04,27,85,926.29,59,0.7
1751719727,2025-07-05T06:48:47-06:00,7.04,27,85,926.3,59,0.4
1751719847,2025-07-05T06:50:47-06:00,7.04,27,85,926.29,58,0.5
1751719967,2025-07-05T06:52:47-06:00,7.04,27,85,926.3,58,0.6
1751720087,2025-07-05T06:54:47-06:00,7.04,27,85,926.29,58,0.5
1751720207,2025-07-05T06:56:47-06:00,7.04,27,85,926.27,57,0.3
1751720327,2025-07-05T06:58:47-06:00,7.04,27,85,926.28,56,0.2
1751720447,2025-07-05T07:00:47-06:00,7.04,27,85,926.3,58,0.2
1751720567,2025-07-05T07:02:47-06:00,7.04,27,85,926.33,57,0.1
1751720687,2025-07-05T07:04:47-06:00,7.04,27,85,926.34,57,0.5
1751720807,2025-07-05T07:06:47-06:00,7.04,27,85,926.37,57,0.6
1751720927,2025-07-05T07:08:47-06:00,7.04,27,85,926.39,57,0.4
1751721047,2025-07-05T07:10:47-06:00,7.04,27,85,926.4,57,0.2
1751721167,2025-07-05T07:12:47-06:00,7.04,27,85,926.41,58,0.5
1751721287,2025-07-05T07:14:47-06:00,7.04,27,85,926.43,59,0.7
1751721407,2025-07-05T07:16:47-06:00,7.04,27,85,926.45,58,0.5
1751721527,2025-07-05T07:18:47-06:00,7.04,27,85,926.46,58,0.5
1751721647,2025-07-05T07:20:47-06:00,7.04,27,85,926.47,58,0.4
1751721767,2025-07-05T07:22:47-06:00,7.04,27,85,926.48,57,0.6
1751721887,2025-07-05T07:24:47-06:00,7.04,27,85,926.49,58,0.5
1751722007,2025-07-05T07:26:47-06:00,7.04,27,85,926.5,59,0.6
1751722127,2025-07-05T07:28:47-06:00,7.04,27,85,926.49,58,0.3
1751722247,2025-07-05T07:30:47-06:00,7.04,27,85,926.54,58,0.6
1751722367,2025-07-05T07:32:47-06:00,7.04,27,85,926.55,57,0.4
1751722488,2025-07-05T07:34:48-06:00,7.04,27,85,926.59,58,0.4
1751722608,2025-07-05T07:36:48-06:00,7.04,27,85,926.59,59,0.3
1751722728,2025-07-05T07:38:48-06:00,7.04,27,85,926.58,59,0.5
1751722848,2025-07-05T07:40:48-06:00,7.04,27,85,926.6,58,0.2
1751722968,2025-07-05T07:42:48-06:00,7.04,27,85,926.59,58,0.2
1751723088,2025-07-05T07:44:48-06:00,7.04,27,85,926.59,58,0.1
1751723208,2025-07-05T07:46:48-06:00,7.04,27,85,926.57,59,0.5
1751723328,2025-07-05T07:48:48-06:00,7.04,27,85,926.57,59,0.4
1751723448,2025-07-05T07:50:48-06:00,7.04,27,85,926.6,59,0.3
1751723568,2025-07-05T07:52:48-06:00,7.04,27,85,926.61,59,0.5
1751723688,2025-07-05T07:54:48-06:00,7.04,27,85,926.63,60,0.4
1751723808,2025-07-05T07:56:48-06:00,7.04,27,85,926.65,60,0.3
1751723928,2025-07-05T07:58:48-06:00,7.04,27,85,926.65,61,0.4
1751724048,2025-07-05T08:00:48-06:00,7.04,27,85,926.69,62,0.4
1751724168,2025-07-05T08:02:48-06:00,7.04,27,85,926.71,62,0.4
1751724288,2025-07-05T08:04:48-06:00,7.04,27,85,926.74,63,0.6
1751724408,2025-07-05T08:06:48-06:00,7.04,27,85,926.74,65,0.3
1751724528,2025-07-05T08:08:48-06:00,7.04,27,85,926.75,70,0.5
1751724648,2025-07-05T08:10:48-06:00,7.04,27,85,926.74,71,0.4
1751724768,2025-07-05T08:12:48-06:00,7.04,27,85,926.79,73,0.2
